id,shop_url,shop_name,rank_stars,shop_review,shop_price,shop_area_tag,shop_addr,shop_Q,shop_E,shop_S,adress_s,address_d,lng_wgs84,lat_wgs84,fnid
144,http://www.dianping.com/shop/32796149,华奥商厦,准四星商户,['1'],[],海淀区,海淀海淀大街27号,7,7,7,北京海淀海淀大街27号华奥商厦,北京市海淀区原华奥商厦,116.30173729999998,39.98133826,170232
146,http://www.dianping.com/shop/17077914,西三旗商城,准四星商户,['3'],[],清河,建材城西路87号,6.9,7.5,7.3,北京建材城西路87号西三旗商城,北京市昌平区建材城西路|87号,116.3236262,40.05543969,193802
149,http://www.dianping.com/shop/37799779,菜百新世纪商场(金源燕莎店),准四星商户,['3'],[],远大路,远大路1号金源燕莎购物中心1063-1065号,7.2,7.2,7.2,北京远大路1号金源燕莎购物中心1063-1065号菜百新世纪商场(金源燕莎店),北京市海淀区金源燕莎购物中心,116.2821227,39.95701806,163086
150,http://www.dianping.com/shop/58477325,色彩广场(五道口华联店),准四星商户,['4'],[],海淀区,成府路28号五道口华联商厦1层,7.2,7.2,7.2,北京成府路28号五道口华联商厦1层色彩广场(五道口华联店),北京市海淀区五道口华联商厦,116.3329561,39.99057506,173813
151,http://www.dianping.com/shop/22706415,航天商城,准四星商户,['3'],[],魏公村,中关村南大街31号神舟大厦13层,7.2,7.2,7.2,北京中关村南大街31号神舟大厦13层航天商城,北京市海淀区神舟大厦,116.3172368,39.94565693,159528
152,http://www.dianping.com/shop/32836709,天作·万瑞购物中心,准四星商户,[],[],海淀区,中关村南大街(原白颐路)12号,N,N,N,北京中关村南大街(原白颐路)12号天作·万瑞购物中心,北京市海淀区中关村南大街|12号,116.3207889,39.95955556,163813
153,http://www.dianping.com/shop/11248234,锦泰商城,准四星商户,['2'],[],清河,建材城西路87号,7.1,7.1,7.1,北京建材城西路87号锦泰商城,北京市昌平区锦泰商城,116.32365120000001,40.05543064,193802
154,http://www.dianping.com/shop/3086881,动力商城,准四星商户,['6'],['4437'],苏州桥,苏州街18号长远天地大厦C座1302室,7.1,6.9,7.1,北京苏州街18号长远天地大厦C座1302室动力商城,北京市海淀区动力商城,116.3015422,39.97741376,169518
158,http://www.dianping.com/shop/49873454,肥桃生活广场,准四星商户,['5'],[],海淀区,首体南路9号主语国际中心B1层,7,7,7,北京首体南路9号主语国际中心B1层肥桃生活广场,北京市海淀区肥桃生活广场,116.3185804,39.93290586,155244
159,http://www.dianping.com/shop/22676674,恒源利泰商贸城,准四星商户,['1'],[],公主坟/万寿路,万寿路27号院8号楼底墒,7,7,7,北京万寿路27号院8号楼底墒恒源利泰商贸城,北京市海淀区恒源利泰商贸城,116.28919979999999,39.90493906,146666
160,http://www.dianping.com/shop/37799772,菜市口百货(金源新燕莎MALL店),准四星商户,['1'],[],远大路,远大路1号金源新燕莎MALL北街西区1层1063N-1065,7,7,7,北京远大路1号金源新燕莎MALL北街西区1层1063N-1065菜市口百货(金源新燕莎MALL店),北京市海淀区菜市口百货,116.28325890000002,39.9574815,163086
162,http://www.dianping.com/shop/72358031,菜芯商城,准四星商户,['1'],[],中关村,中关村苏州街长远天地A2509室,7,7,7,北京中关村苏州街长远天地A2509室菜芯商城,北京市海淀区菜芯商城,116.3008229,39.97588309,168804
163,http://www.dianping.com/shop/15187556,天亿·奥特莱斯,三星商户,['4'],[],清河,清河三街95号,6.8,6.6,6.8,北京清河三街95号天亿·奥特莱斯,北京市海淀区清河三街|95号,116.3381813,40.03095256,186667
164,http://www.dianping.com/shop/67529791,玉泉商业中心,三星商户,['1'],[],田村,玉泉路3号,6.8,6.8,6.8,北京玉泉路3号玉泉商业中心,北京市海淀区玉泉商业中心,116.245974,39.92226453,151649
165,http://www.dianping.com/shop/15078526,东润商厦,三星商户,['1'],[],中关村,南路甲2号,6.9,6.9,6.9,北京南路甲2号东润商厦,北京市海淀区东润商厦,116.311108,39.97424643,168094
166,http://www.dianping.com/shop/19282688,东升生活广场,三星商户,[],[],西三旗,西三旗,N,N,N,北京西三旗东升生活广场,北京市海淀区东升生活广场,116.36725619999999,40.05973653,195245
168,http://www.dianping.com/shop/17010528,发连发购物中心,三星商户,[],[],海淀其它,上庄中路与翠湖北路交叉口南150米,N,N,N,北京上庄中路与翠湖北路交叉口南150米发连发购物中心,北京市海淀区发连发购物中心,116.2067572,40.11145176,211612
169,http://www.dianping.com/shop/21097217,优倍商城,三星商户,[],[],五棵松,卓展购物中心,N,N,N,北京卓展购物中心优倍商城,北京市海淀区卓展购物中心,116.27170559999999,39.91208822,148802
170,http://www.dianping.com/shop/11281805,科大商场,三星商户,[],[],五棵松,玉泉北路,N,N,N,北京玉泉北路科大商场,北京市石景山区玉泉北路,116.238378,39.91627444,150219
171,http://www.dianping.com/shop/13783020,聚美乐购商城,三星商户,['3'],[],公主坟/万寿路,羊坊店路18号光耀东方2期N座北段7楼722724室,6,6,6,北京羊坊店路18号光耀东方2期N座北段7楼722724室聚美乐购商城,北京市海淀区光耀东方2期,116.31544099999999,39.89717339,143819
210,http://www.dianping.com/shop/77711796,北京坊,五星商户,['796'],['184'],前门,煤市街廊房头条交叉口东北角,9.1,9.2,9.1,北京煤市街廊房头条交叉口东北角北京坊,北京市西城区北京坊,116.38929820000001,39.89710346,143844
211,http://www.dianping.com/shop/83515687,王府中环,五星商户,['593'],['667'],王府井/东单,南沿河大街王府井大街269号,9.2,9.3,9.2,北京南沿河大街王府井大街269号王府中环,北京市东城区王府中环,116.4034447,39.91088091,148133
212,http://www.dianping.com/shop/1766386,北京apm,五星商户,['2520'],['425'],王府井/东单,王府井大街138号,9.1,9.1,9,北京王府井大街138号北京apm,北京市东城区北京apm,116.4060127,39.91351876,148848
213,http://www.dianping.com/shop/2483536,北京来福士中心,五星商户,['2426'],['381'],东直门,东直门南大街1号,9,9.1,8.7,北京东直门南大街1号北京来福士中心,北京市东城区来福士中心,116.42122250000001,39.93949145,157421
214,http://www.dianping.com/shop/1766230,东方新天地,五星商户,['3230'],['520'],王府井/东单,东长安街1号,8.7,8.8,8.2,北京东长安街1号东方新天地,北京市东城区东方新天地,116.40835109999999,39.90802013,147421
215,http://www.dianping.com/shop/3053587,国瑞购物中心,准五星商户,['2103'],['239'],崇文门,崇文门外大街18号,8.4,8.5,8.3,北京崇文门外大街18号国瑞购物中心,北京市东城区国瑞购物中心,116.4134981,39.89684998,143853
216,http://www.dianping.com/shop/4109284,环球贸易中心,五星商户,['295'],['162'],安贞,北三环东路36号,9,9.1,8.8,北京北三环东路36号环球贸易中心,北京市东城区环球贸易中心,116.40421409999998,39.96561596,165983
217,http://www.dianping.com/shop/61324537,北京市百货大楼,准五星商户,['1779'],['633'],王府井/东单,王府井大街255号,8.3,8.2,7.9,北京王府井大街255号北京市百货大楼,北京市东城区北京市百货大楼,116.40532420000001,39.91475042,149562
218,http://www.dianping.com/shop/1766419,中粮广场购物中心,五星商户,['149'],['72'],建国门/北京站,建国门内大街8号,8.9,9.1,8.9,北京建国门内大街8号中粮广场购物中心,北京市东城区中粮广场,116.4242115,39.90529237,146712
219,http://www.dianping.com/shop/4524393,银河SOHO购物中心,准五星商户,['329'],['168'],朝阳门,牌坊胡同甲7号,8.8,9,8.8,北京牌坊胡同甲7号银河SOHO购物中心,北京市东城区银河soho购物中心,116.4265308,39.91828681,150997
220,http://www.dianping.com/shop/2891599,金宝汇购物中心,准五星商户,['376'],['1967'],王府井/东单,金宝街88号,9,9.1,8.8,北京金宝街88号金宝汇购物中心,北京市东城区金宝汇购物中心,116.41546709999999,39.91396483,149565
221,http://www.dianping.com/shop/1766392,新世界百货(崇文门店),准五星商户,['4660'],['727'],崇文门,崇文门外大街3-5号,7.9,7.6,7.4,北京崇文门外大街3-5号新世界百货(崇文门店),北京市东城区新世界百货,116.4116594,39.89615667,143852
222,http://www.dianping.com/shop/24465188,银座mall(东直门店),准五星商户,['1044'],['45439'],东直门,东直门外大街48号,8.1,8.1,8,北京东直门外大街48号银座mall(东直门店),北京市东城区银座mall,116.42940049999999,39.938798,157424
223,http://www.dianping.com/shop/2497174,北京王府井银泰in88,准五星商户,['835'],['612'],王府井/东单,王府井大街88号,8,8.3,7.9,北京王府井大街88号北京王府井银泰in88,北京市东城区北京王府井银泰,116.4054893,39.9145675,149562
224,http://www.dianping.com/shop/8941919,新燕莎金街购物广场,准五星商户,['369'],['198'],王府井/东单,王府井大街301号,8.5,8.8,8.5,北京王府井大街301号新燕莎金街购物广场,北京市东城区新燕莎金街购物广场,116.4074244,39.90775466,147420
225,http://www.dianping.com/shop/1766338,赛特购物中心,准五星商户,['711'],['1017'],建外大街,建国门外大街22号,8.4,8.3,8.2,北京建国门外大街22号赛特购物中心,北京市朝阳区赛特购物中心,116.43557050000001,39.90611013,146716
226,http://www.dianping.com/shop/1755145,搜秀购物广场,四星商户,['708'],['202'],崇文门,崇文门外大街40号,7.3,7.1,7.1,北京崇文门外大街40号搜秀购物广场,北京市东城区搜秀购物广场,116.413178,39.89523981,143138
227,http://www.dianping.com/shop/1763131,百荣世贸商城,四星商户,['2181'],['207'],洋桥/木樨园,永定门外大街101号,7.1,6.9,6.6,北京永定门外大街101号百荣世贸商城,北京市东城区百荣世贸商城,116.3921814,39.85952864,131707
228,http://www.dianping.com/shop/3489946,澳门中心,四星商户,['85'],['695'],王府井/东单,王府井东街8号,8.1,8.5,8.2,北京王府井东街8号澳门中心,北京市东城区澳门中心,116.40699029999999,39.91432717,149562
229,http://www.dianping.com/shop/1766239,丰联广场,四星商户,['553'],['297'],朝外大街,朝阳门外大街18号,7.5,7.9,7.4,北京朝阳门外大街18号丰联广场,北京市朝阳区丰联广场,116.432585,39.92252851,151713
230,http://www.dianping.com/shop/2121088,天丰利市场(和平里店),四星商户,['418'],['147'],和平里,和平西街21号,7.8,7.7,7.5,北京和平西街21号天丰利市场(和平里店),北京市朝阳区天丰利市场,116.4113098,39.96104177,163844
231,http://www.dianping.com/shop/3580657,东环广场,四星商户,['84'],['52'],东直门,东中街29号,7.9,7.9,7.7,北京东中街29号东环广场,北京市东城区东环广场,116.42992190000001,39.93611787,155996
232,http://www.dianping.com/shop/61324500,东安市场,准五星商户,['29'],[],东城区,王府井大街253-255号,8.4,8.4,8.1,北京王府井大街253-255号东安市场,北京市东城区东安市场,116.40570559999999,39.91298965,148848
233,http://www.dianping.com/shop/69945318,共享际(东四店),四星商户,['66'],['59'],东四,东四九条88号,8.3,8.4,8.2,北京东四九条88号共享际(东四店),北京市东城区东四九条|88,116.4118581,39.93146731,154562
234,http://www.dianping.com/shop/1759945,上品折扣(王府井店),准四星商户,['1314'],['359'],王府井/东单,王府井大街200号工美大厦5楼,6.4,5.1,5.8,北京王府井大街200号工美大厦5楼上品折扣(王府井店),北京市东城区上品折扣,116.40500259999999,39.90967351,148134
235,http://www.dianping.com/shop/102686706,新世界青春馆,准四星商户,['5'],[],崇文门,崇文门外大街5号,7.4,7.3,7.4,北京崇文门外大街5号新世界青春馆,北京市东城区青春馆,116.4114813,39.89542259,143138
236,http://www.dianping.com/shop/1766248,工美大厦(王府井店),四星商户,['641'],['731'],王府井/东单,王府井大街200号,7.2,6.7,6.6,北京王府井大街200号工美大厦(王府井店),北京市东城区工美大厦,116.4059633,39.90933092,148134
237,http://www.dianping.com/shop/4074196,新活馆,准四星商户,['361'],['100'],崇文门,东打磨厂街7号,6.7,6.9,6.8,北京东打磨厂街7号新活馆,北京市东城区新活馆,116.4077318,39.89857322,144565
238,http://www.dianping.com/shop/6060452,鼓楼商场,准四星商户,['6'],[],地安门,鼓楼内大街,7.5,7.5,7.5,北京鼓楼内大街鼓楼商场,北京市昌平区鼓楼商场,116.22711229999999,40.22177677,246605
239,http://www.dianping.com/shop/3053812,富贵园购物中心,准四星商户,['32'],[],广渠门,广渠门内大街35-7号,7.3,7.3,7.3,北京广渠门内大街35-7号富贵园购物中心,北京市东城区富贵园购物中心,116.4262866,39.89291659,142429
240,http://www.dianping.com/shop/18815230,燕莎金街,准四星商户,['3'],[],王府井/东单,王府井大街301号新燕莎金街购物广场4层,6.9,6.9,6.9,北京王府井大街301号新燕莎金街购物广场4层燕莎金街,北京市东城区新燕莎金街购物广场,116.4074244,39.90775466,147420
241,http://www.dianping.com/shop/21754788,三友商场,准四星商户,['228'],['433'],东四,东四南大街17号,6.7,6,6.5,北京东四南大街17号三友商场,北京市东城区三友商场,116.41084440000002,39.92153304,151706
242,http://www.dianping.com/shop/45305565,大栅栏第一百货商场,三星商户,['24'],[],前门,大栅栏街22号,6.4,6.3,6.4,北京大栅栏街22号大栅栏第一百货商场,北京市西城区第一百货商场,116.3901403,39.89466533,143131
243,http://www.dianping.com/shop/4130750,天桥乐汇购物中心,三星商户,['102'],['63'],天坛,永定门内大街1号,6.4,6.4,6.5,北京永定门内大街1号天桥乐汇购物中心,北京市西城区永定门内大街|1号,116.3916399,39.87915572,138133
245,http://www.dianping.com/shop/92299552,天桥百货商场,三星商户,['7'],[],东城区,永定门内大街1号,6.9,6.9,7,北京永定门内大街1号天桥百货商场,北京市西城区天桥百货商场,116.3918189,39.87911069,138133
246,http://www.dianping.com/shop/96078329,大悦城,准四星商户,['1'],[],雍和宫/地坛,东交民巷与正义路交叉口东北100米,7.6,7.6,7.6,北京东交民巷与正义路交叉口东北100米大悦城,北京市东城区东交民巷/正义路,116.40062179999998,39.90103363,145276
247,http://www.dianping.com/shop/98601429,和平之星亲子广场,准四星商户,['8'],[],和平里,和平里六区8号楼,7.2,7.2,7.2,北京和平里六区8号楼和平之星亲子广场,北京市东城区和平里六区|8号楼,116.41811809999999,39.95578057,162418
248,http://www.dianping.com/shop/2423584,好友世界商场,准四星商户,['49'],[],王府井/东单,王府井大街277号,7,7,6.9,北京王府井大街277号好友世界商场,北京市东城区好友世界商场,116.4044753,39.91012929,148133
